"7226","19732"
"8242","19689"
"9212","19696"
"8728","19691"
"8793","19691"
"8729","19691"
"8215","19689"
"6687","19697"
"6687","19697"
"6696","19697"
"6696","19697"
"6702","19697"
"6710","19697"
"6712","19697"
"6720","19697"
"6723","19697"
"6724","19697"
"6726","19697"
"6736","19697"
"6735","19697"
"6739","19697"
"6755","19697"
"6625","19697"
"6626","19697"
"6642","19697"
"6649","19697"
"6659","19697"
"6663","19697"
"6661","19697"
"6668","19697"
"7181","19697"
"7184","19697"
"7190","19697"
"7215","19697"
"7225","19697"
"7253","19697"
"7319","19697"
"7342","19697"
"7346","19697"
"7387","19697"
"7416","19697"
"7482","19697"
"7472","19697"
"7508","19729"
"7509","19729"
"7511","19729"
"7514","19729"
"7513","19729"
"7516","19729"
"7517","19729"
"7518","19729"
"7519","19729"
"7520","19729"
"7523","19729"
"7525","19729"
"7527","19729"
"7528","19729"
"7529","19729"
"7530","19729"
"7531","19729"
"7533","19729"
"7537","19729"
"7542","19729"
"7543","19729"
"7544","19729"
"7546","19729"
"7548","19729"
"7552","19729"
"7554","19729"
"7555","19729"
"7557","19729"
"7560","19729"
"7561","19729"
"7562","19729"
"7565","19729"
"7566","19729"
"7568","19729"
"7570","19729"
"7573","19729"
"7574","19729"
"7576","19729"
"7581","19729"
"7584","19729"
"7586","19729"
"7587","19729"
"7588","19729"
"7592","19729"
"7594","19729"
"7595","19729"
"7596","19729"
"7598","19729"
"7599","19729"
"7601","19729"
"7610","19729"
"7612","19729"
"7613","19729"
"7615","19729"
"7617","19729"
"7622","19729"
"7655","19730"
"7656","19730"
"7657","19730"
"7658","19730"
"7659","19730"
"7660","19730"
"7661","19730"
"7662","19730"
"7663","19730"
"7664","19730"
"7665","19730"
"7666","19730"
"7667","19730"
"7668","19730"
"7669","19730"
"7670","19730"
"7671","19730"
"7672","19730"
"7673","19730"
"7674","19730"
"7675","19730"
"7676","19730"
"7677","19730"
"7678","19730"
"7679","19730"
"7680","19730"
"7681","19730"
"7682","19730"
"7683","19730"
"7684","19730"
"7685","19730"
"7686","19730"
"7687","19730"
"7688","19730"
"7689","19730"
"7690","19730"
"7691","19730"
"7692","19730"
"7693","19730"
"7694","19730"
"7695","19730"
"7696","19730"
"7697","19730"
"7698","19730"
"7699","19730"
"7700","19730"
"7701","19730"
"7702","19730"
"7704","19730"
"7705","19730"
"7706","19730"
"7707","19730"
"7708","19730"
"7709","19730"
"7710","19730"
"7711","19730"
"7712","19730"
"7713","19730"
"7714","19730"
"7715","19730"
"7716","19730"
"7717","19730"
"7718","19730"
"7719","19730"
"7720","19730"
"7721","19730"
"7722","19730"
"7723","19730"
"7724","19730"
"7725","19730"
"7726","19730"
"7727","19730"
"7728","19730"
"7729","19730"
"7730","19730"
"7731","19730"
"7732","19730"
"7733","19730"
"7734","19730"
"7735","19730"
"7736","19730"
"7737","19730"
"7738","19730"
"7739","19730"
"7740","19730"
"7741","19730"
"7742","19730"
"7743","19730"
"7744","19730"
"7745","19730"
"7746","19730"
"7747","19730"
"7748","19730"
"7749","19730"
"7750","19730"
"7751","19730"
"7752","19730"
"7753","19730"
"7754","19730"
"7755","19730"
"7756","19730"
"7757","19730"
"7758","19730"
"7759","19730"
"7760","19730"
"7761","19730"
"7762","19730"
"7763","19730"
"7764","19730"
"7765","19730"
"7766","19730"
"7767","19730"
"7768","19730"
"7769","19730"
"7770","19730"
"7771","19730"
"7772","19730"
"7773","19730"
